time,intensity,temperature
0.00299792458,1.2027010910461235e10,0.5988220988047258
0.00599584916,1.8386006482891415e10,0.38670883835605313
0.00899377374,2.088409310733031e10,0.3033816378952965
0.01199169832,2.1623156110616383e10,0.2787291496967418
0.0149896229,2.181709226114072e10,0.27226013603915544
0.01798754748,2.1866226030820335e10,0.2706212098964699
0.020985472060000003,2.1878560534917095e10,0.2702097751265945
0.02398339664,2.1881649811445667e10,0.2701067279535874
0.02698132122,2.1882423095961792e10,0.2700809339585923
0.0299792458,2.188261663055091e10,0.27007447833958137
0.03297717038,2.188266506585647e10,0.270072862711694
0.03597509496,2.1882677187500626e10,0.2700724583771674
0.03897301954,2.188268022111257e10,0.27007235718676503
0.041970944120000006,2.188268098031628e10,0.2700723318624551
0.044968868700000005,2.188268117031747e10,0.27007232552469757
0.04796679328,2.1882681217867897e10,0.27007232393858593
0.05096471786,2.1882681229768055e10,0.2700723235416395
0.05396264244,2.188268123274623e10,0.2700723234422982
0.05696056702,2.188268123349156e10,0.27007232341743664
0.0599584916,2.1882681233678093e10,0.27007232341121473
0.06295641618,2.1882681233724773e10,0.2700723234096576
0.06595434076,2.1882681233736458e10,0.2700723234092679
0.06895226534,2.1882681233739384e10,0.27007232340917037
0.07195018992,2.1882681233740112e10,0.27007232340914594
0.07494811450000001,2.1882681233740295e10,0.27007232340913984
0.07794603908,2.188268123374034e10,0.27007232340913834
0.08094396366,2.1882681233740353e10,0.2700723234091379
0.08394188824000001,2.1882681233740356e10,0.27007232340913784
0.08693981282,2.1882681233740356e10,0.27007232340913784
0.08993773740000001,2.1882681233740356e10,0.27007232340913784
0.09293566198,2.1882681233740356e10,0.27007232340913784
0.09593358656,2.1882681233740356e10,0.27007232340913784
0.09893151114,2.1882681233740356e10,0.27007232340913784
0.10192943572,2.1882681233740356e10,0.27007232340913784
0.1049273603,2.1882681233740356e10,0.27007232340913784
0.10792528488,2.1882681233740356e10,0.27007232340913784
0.11092320946,2.1882681233740356e10,0.27007232340913784
0.11392113404,2.1882681233740356e10,0.27007232340913784
0.11691905862,2.1882681233740356e10,0.27007232340913784
0.1199169832,2.1882681233740356e10,0.27007232340913784
0.12291490778,2.1882681233740356e10,0.27007232340913784
0.12591283236,2.1882681233740356e10,0.27007232340913784
