maxint1,minint1,maxtemp1,mintemp1,maxint2,minint2,maxtemp2,mintemp2
2.1882681233740433e10,1.2331074393791093e8,0.9958867963603704,0.2700723234091379,2.1882681233740448e10,6.165537156895547e8,0.9794339818018519,0.2700723234091379
